Farm_ID,Location,Collection_Date,Growth_Stage,pH,EC,P,K,Temperature,Humidity,Moisture,N,Soil_Suitability,N_Status,P_Status,K_Status,Recommended_Urea,Recommended_TSP,Recommended_MOP,Recommended_Organic
BD_BR_2023_0041,Boralanda,11/16/2024,Vegetative,6.73,0.192,47.7,201.9,20.8,89.8,40,33.3,0,1,0,1,11,0,0,0
BD_BR_2023_0042,Boralanda,4/13/2023,Maturation,6.65,0.218,128.1,261.1,19.6,93.1,56.1,17.4,1,0,2,1,0,0,0,0
BD_RK_2024_0053,Rathkarawua,4/13/2023,Vegetative,6.98,0.091,145.6,283.8,20.5,78.1,52.4,32.3,2,1,2,1,11,0,0,0
BD_HP_2023_0039,Haputhale,2/21/2024,Maturation,5.74,0.087,98.9,266,18.8,85.5,63.4,51.2,2,2,1,1,0,0,0,0
BD_UP_2023_0063,Uva_Paranagama,10/22/2023,Tuber_Initiation,5.97,0.134,72,193.8,23.7,75.6,62.1,42.9,2,1,1,1,11,0,12.5,0
BD_OH_2023_0062,Ohiya,4/2/2023,Vegetative,6.06,0.1,70.3,233.8,17.5,91.9,60.1,27.1,2,0,1,1,11,0,0,0
BD_ME_2023_0048,Makul_Ella,6/29/2023,Maturation,4.58,0.101,141.3,254.8,16.6,76.9,63.8,42.3,1,1,2,1,0,0,0,0
BD_WD_2023_0057,Welimada,2/11/2024,Maturation,5.76,0.133,61.5,268.8,16.9,87.5,65.2,43.1,2,1,1,1,0,0,0,0
BD_WD_2024_0058,Welimada,2/8/2023,Germination,6.5,0.092,39.3,195,23.8,91.6,63.7,45.6,1,1,0,1,5.5,6.7,8,600
BD_OH_2023_0063,Ohiya,12/10/2023,Tuber_Initiation,6.8,0.096,119.6,257.6,12.3,85.4,64.6,36.7,2,1,2,1,11,0,12.5,0
BD_UP_2024_0064,Uva_Paranagama,5/18/2023,Maturation,5.93,0.195,76.9,149.9,25.1,71.2,49.9,34.2,1,1,1,0,0,0,0,0
BD_OH_2023_0064,Ohiya,4/26/2023,Tuber_Initiation,5.55,0.152,81.3,236.6,17.3,90.7,47.4,51.7,1,2,1,1,5.5,0,12.5,0
BD_WD_2024_0059,Welimada,10/25/2024,Tuber_Initiation,5.46,0.098,46,257.5,23.1,82.6,57.7,48,1,1,0,1,11,0,12.5,0
BD_WD_2023_0060,Welimada,12/12/2023,Tuber_Initiation,5.52,0.166,77.7,289.8,23,79.1,50.9,49.7,1,1,1,1,11,0,12.5,0
BD_MH_2023_0051,Mirahawatte,6/29/2023,Maturation,5.66,0.11,125.6,332.1,20.7,79.8,65.7,46.3,2,1,2,2,0,0,0,0
BD_HN_2024_0049,Hinnarangolla,3/30/2023,Maturation,6.12,0.157,70.4,176.3,17.1,72.9,54.1,49.5,1,1,1,1,0,0,0,0
BD_BW_2023_0061,Bandarawela,5/24/2023,Maturation,6.71,0.05,127.2,263.7,24.6,79.8,67.9,54,2,2,2,1,0,0,0,0
BD_RK_2023_0054,Rathkarawua,1/7/2023,Tuber_Initiation,5.78,0.08,135.7,275.2,26.7,80.6,58.4,54.8,2,2,2,1,5.5,0,12.5,0
BD_HN_2023_0050,Hinnarangolla,4/2/2024,Tuber_Initiation,6.19,0.167,118.5,304.7,19.3,83.5,59.9,44.4,2,1,2,2,11,0,8,0
BD_RK_2024_0055,Rathkarawua,8/19/2024,Germination,6.28,0.076,118,313.2,20.9,77.9,58.7,41.2,2,1,2,2,5.5,0,5,1000
BD_OH_2024_0065,Ohiya,12/10/2024,Vegetative,6.25,0.14,62.7,284.1,13.3,90.3,64.9,25.6,2,0,1,1,11,0,0,0
BD_HP_2023_0040,Haputhale,4/21/2024,Tuber_Initiation,6.79,0.04,133.5,289.7,22.5,75,38.5,40.3,2,1,2,1,11,0,12.5,0
BD_WD_2024_0061,Welimada,12/3/2024,Tuber_Initiation,5.87,0.153,91.4,274.5,23.6,86.5,61.5,37.5,1,1,1,1,11,0,12.5,0
BD_BW_2024_0062,Bandarawela,1/12/2024,Vegetative,5.83,0.082,105.2,287.1,26.4,67.8,40,46.6,2,1,2,1,11,0,0,0
BD_BR_2023_0043,Boralanda,5/4/2024,Vegetative,6.21,0.194,53.1,215.6,20.5,88.7,61.6,57.7,1,2,1,1,7,0,0,0
BD_UP_2024_0065,Uva_Paranagama,3/1/2024,Maturation,6.28,0.22,52.2,234.8,25.4,84.6,47.1,32,1,1,1,1,0,0,0,0
BD_ME_2023_0049,Makul_Ella,9/11/2023,Germination,6.45,0.125,60.9,250.8,19.4,82.4,41.3,53.2,2,2,1,1,3,4.5,8,600
BD_ME_2024_0050,Makul_Ella,6/24/2024,Tuber_Initiation,6.64,0.134,56.8,246.6,18.1,90.5,57.6,37,1,1,1,1,11,0,12.5,0
BD_BW_2023_0063,Bandarawela,3/5/2023,Vegetative,6.76,0.061,141,344.9,21.2,81.5,40.3,59.6,2,2,2,2,7,0,0,0
BD_MH_2023_0052,Mirahawatte,6/18/2023,Tuber_Initiation,6.48,0.042,89.6,375.2,26,73.8,45.8,54.3,2,2,1,2,5.5,0,8,0
BD_ME_2024_0051,Makul_Ella,4/30/2023,Vegetative,6.51,0.141,43.1,312.6,16.8,79.6,45.4,32.9,1,1,0,2,11,0,0,0
BD_MH_2024_0053,Mirahawatte,4/4/2023,Maturation,6.02,0.07,149.1,299.8,19.3,87.8,75.3,38.6,2,1,2,1,0,0,0,0
BD_HP_2024_0041,Haputhale,5/16/2023,Maturation,5.97,0.06,140.8,318.4,21.6,84.2,55.6,57.8,2,2,2,2,0,0,0,0
BD_UP_2023_0066,Uva_Paranagama,7/26/2024,Maturation,4.88,0.09,68.7,241.4,28,74.5,30.1,32.4,1,1,1,1,0,0,0,0
BD_OH_2023_0066,Ohiya,2/10/2024,Tuber_Initiation,5.83,0.206,118.7,261.1,17,86.3,41.7,55.3,1,2,2,1,5.5,0,12.5,0
BD_HP_2023_0042,Haputhale,8/15/2024,Germination,5.91,0.124,103.3,275,19.2,70.2,44.9,59.5,2,2,2,1,3,0,8,600
BD_HP_2024_0043,Haputhale,12/19/2023,Germination,6.22,0.04,112.3,355.8,21.5,84.6,50,61.2,2,2,2,2,3,0,5,1000
BD_ME_2023_0052,Makul_Ella,3/12/2023,Maturation,6.4,0.161,62.8,172.2,19.3,79.4,58,49,1,1,1,1,0,0,0,0
BD_HP_2024_0044,Haputhale,2/23/2024,Vegetative,6.35,0.04,140.9,282.8,26,79.6,67,36.3,2,1,2,1,11,0,0,0
BD_WD_2024_0062,Welimada,1/19/2024,Maturation,7.66,0.12,62.2,327.4,19.7,79.2,53.3,24.1,1,0,1,2,0,0,0,0
BD_UP_2024_0067,Uva_Paranagama,1/20/2024,Germination,5.3,0.25,70.7,182.1,23,67,50,19.4,1,0,1,1,5.5,4.5,8,1500
BD_ME_2023_0053,Makul_Ella,10/31/2024,Tuber_Initiation,5.45,0.174,143.2,205.4,21.7,82.1,53.3,45.2,1,1,2,1,11,0,12.5,0
BD_BW_2023_0064,Bandarawela,7/4/2024,Maturation,5.86,0.041,120.9,336.1,25.7,80.5,61.5,37.9,2,1,2,2,0,0,0,0
BD_ME_2023_0054,Makul_Ella,8/17/2023,Germination,6.62,0.101,126.9,181.3,21.5,78.6,46.4,52.7,2,2,2,1,3,0,8,600
BD_HP_2024_0045,Haputhale,4/19/2024,Maturation,5.88,0.076,96.2,252.3,18.1,83.6,43,37.8,2,1,1,1,0,0,0,0
BD_ME_2024_0055,Makul_Ella,8/24/2023,Vegetative,5.82,0.115,88.1,261.7,18.5,81.3,49.8,39.3,2,1,1,1,11,0,0,0
BD_UP_2024_0068,Uva_Paranagama,6/8/2023,Tuber_Initiation,6.03,0.19,69.4,206,27.2,83.2,70.8,27.3,1,0,1,1,16.5,0,12.5,0
BD_BR_2023_0044,Boralanda,2/2/2023,Maturation,6.29,0.112,96.4,268.3,15.4,80.5,53.8,38.8,2,1,1,1,0,0,0,0
BD_MH_2023_0054,Mirahawatte,9/4/2023,Vegetative,7.16,0.093,149.6,338.9,22,71.3,71.6,31.7,2,1,2,2,11,0,0,0
BD_BW_2023_0065,Bandarawela,8/31/2024,Germination,6.21,0.138,169.9,306.5,27,77.3,57.6,39.6,2,1,2,2,5.5,0,5,1000
BD_UP_2023_0069,Uva_Paranagama,9/8/2023,Germination,4.87,0.256,55.9,118.6,26,67.6,50.3,15,0,0,1,0,5.5,4.5,12.5,1000
BD_HN_2024_0051,Hinnarangolla,8/28/2023,Vegetative,7.2,0.099,140.8,231.7,24,74.3,47.7,35.6,1,1,2,1,11,0,0,0
BD_HP_2023_0046,Haputhale,5/30/2024,Tuber_Initiation,5.99,0.128,127.4,250.1,19.9,84.3,43.1,53.3,2,2,2,1,5.5,0,12.5,0
BD_BR_2024_0045,Boralanda,8/14/2024,Tuber_Initiation,6.16,0.089,110.7,230,15.8,86.6,64.6,48.3,2,1,2,1,11,0,12.5,0
BD_BR_2024_0046,Boralanda,5/27/2023,Vegetative,6.39,0.179,80.6,124,18.9,92.4,50.8,15,1,0,1,0,11,0,0,0
BD_HN_2024_0052,Hinnarangolla,10/9/2023,Germination,5.8,0.04,115,234.9,20.9,78,46.7,45.3,2,1,2,1,5.5,0,8,1000
BD_ME_2023_0056,Makul_Ella,10/3/2024,Maturation,5.84,0.153,68,234.3,16.3,80.5,50.3,19.1,1,0,1,1,0,0,0,0
BD_ME_2024_0057,Makul_Ella,2/18/2023,Tuber_Initiation,7.29,0.04,135,202.5,17.9,82.8,48,24,1,0,2,1,16.5,0,12.5,0
BD_HN_2024_0053,Hinnarangolla,12/14/2024,Maturation,5.56,0.119,99.6,311.4,22.9,72.9,54.2,24.1,2,0,1,2,0,0,0,0
BD_HN_2023_0054,Hinnarangolla,11/4/2023,Maturation,5.79,0.183,92.4,222.9,18,75.2,49.3,44.3,1,1,1,1,0,0,0,0
BD_WD_2024_0063,Welimada,9/4/2023,Vegetative,5.49,0.152,79.6,236.9,21.6,86.2,59.8,20.9,1,0,1,1,11,0,0,0
BD_OH_2023_0067,Ohiya,4/19/2024,Germination,5.77,0.214,84.4,242.5,15,91.3,51,33.3,1,1,1,1,5.5,4.5,8,1000
BD_ME_2024_0058,Makul_Ella,3/2/2024,Vegetative,5.52,0.133,82.3,274.3,18.9,76.8,66.8,36.4,2,1,1,1,11,0,0,0
BD_HN_2023_0055,Hinnarangolla,9/19/2023,Vegetative,6.18,0.076,91.8,242.4,21.6,81.7,56.2,43.3,2,1,1,1,11,0,0,0
BD_RK_2023_0056,Rathkarawua,4/5/2024,Tuber_Initiation,6.55,0.086,143.7,315.2,22,73.1,42.9,39.6,2,1,2,2,11,0,8,0
BD_BW_2023_0066,Bandarawela,2/22/2023,Tuber_Initiation,5.17,0.095,112.3,288.6,24.5,68.4,63,72.6,2,2,2,1,5.5,0,12.5,0
BD_HN_2023_0056,Hinnarangolla,3/16/2023,Vegetative,5.64,0.162,49.6,173,19.4,74.4,57.9,43.8,1,1,0,1,11,0,0,0
BD_MH_2023_0055,Mirahawatte,5/5/2024,Vegetative,6.38,0.108,100,358.2,19.9,85.2,60.8,41.2,2,1,2,2,11,0,0,0
BD_RK_2024_0057,Rathkarawua,1/16/2023,Vegetative,5.89,0.109,160.2,319.1,19.4,77.9,36.3,39.9,2,1,2,2,11,0,0,0
BD_BR_2023_0047,Boralanda,5/5/2024,Vegetative,5.85,0.107,51,300.4,18,80.6,44.1,34.1,2,1,1,2,11,0,0,0
BD_MH_2023_0056,Mirahawatte,2/11/2024,Vegetative,6.46,0.055,143.2,290.1,25.9,84.1,58.7,40.8,2,1,2,1,11,0,0,0
BD_ME_2024_0059,Makul_Ella,10/17/2023,Maturation,6.8,0.183,24.2,245.6,21.2,86.1,52.7,48.6,0,1,0,1,0,0,0,0
BD_UP_2024_0070,Uva_Paranagama,11/12/2023,Tuber_Initiation,6.83,0.313,62.6,206.4,20.7,74.3,60.5,33.2,0,1,1,1,11,0,12.5,0
BD_RK_2024_0058,Rathkarawua,4/22/2024,Germination,6,0.083,94.8,308,25.7,72.3,62.1,60.3,2,2,1,2,3,4.5,5,600
BD_UP_2024_0071,Uva_Paranagama,7/28/2023,Tuber_Initiation,5.5,0.088,85.7,224.2,25.2,70.1,62,45.6,2,1,1,1,11,0,12.5,0
BD_RK_2024_0059,Rathkarawua,2/16/2023,Vegetative,6.61,0.076,109.9,329.6,20.7,79.4,63.4,54.3,2,2,2,2,7,0,0,0
BD_WD_2023_0064,Welimada,9/25/2023,Maturation,5.88,0.165,111.8,237.4,18.6,89.8,56.6,43.2,1,1,2,1,0,0,0,0
BD_OH_2023_0068,Ohiya,7/20/2023,Tuber_Initiation,5.8,0.119,104.9,251.1,15.9,91.7,73.2,35.1,2,1,2,1,11,0,12.5,0
BD_BR_2024_0048,Boralanda,8/6/2024,Vegetative,5.39,0.071,20,166.4,19.2,89.4,69.2,32.9,1,1,0,1,11,0,0,0
BD_UP_2024_0072,Uva_Paranagama,9/21/2023,Maturation,4.76,0.222,31,186.5,24.9,75.2,52.8,26.2,0,0,0,1,0,0,0,0
BD_UP_2024_0073,Uva_Paranagama,6/22/2023,Tuber_Initiation,4.5,0.245,72.1,174.8,24.1,69.9,67.8,30.5,1,1,1,1,11,0,12.5,0
BD_WD_2023_0065,Welimada,7/13/2024,Maturation,5.58,0.072,95.6,231.4,21.2,89,44.9,45.3,2,1,1,1,0,0,0,0
BD_WD_2023_0066,Welimada,6/20/2024,Germination,5.56,0.177,75.8,319.9,20.6,90.7,58.5,32.4,1,1,1,2,5.5,4.5,5,1500
BD_BW_2023_0067,Bandarawela,1/7/2023,Maturation,6.22,0.088,132.4,336.7,21.9,74.4,44.4,47.5,2,1,2,2,0,0,0,0
BD_WD_2023_0067,Welimada,3/11/2023,Vegetative,7.37,0.118,43,188.4,18.7,90.9,68.2,42.9,1,1,0,1,11,0,0,0
BD_HP_2023_0047,Haputhale,6/1/2024,Maturation,6.29,0.091,142.5,291.2,22.5,84.9,49.1,65.5,2,2,2,1,0,0,0,0
BD_RK_2023_0060,Rathkarawua,9/24/2024,Maturation,6.4,0.066,77.7,303.2,21.6,76.8,34.7,47.9,2,1,1,2,0,0,0,0
BD_UP_2023_0074,Uva_Paranagama,1/7/2023,Maturation,5.84,0.223,75.8,170,24.1,83.8,44.3,18.3,1,0,1,1,0,0,0,0
BD_HP_2023_0048,Haputhale,6/26/2024,Tuber_Initiation,6.14,0.121,109.4,297.8,25.3,85.2,43.6,32.8,2,1,2,1,11,0,12.5,0
BD_ME_2024_0060,Makul_Ella,1/18/2023,Maturation,6.18,0.137,80.1,205.4,23.6,88,55,26.2,2,0,1,1,0,0,0,0
BD_WD_2023_0068,Welimada,4/9/2023,Vegetative,6.37,0.145,33.3,250,20.5,84.4,56.6,53.4,1,2,0,1,7,0,0,0
BD_BR_2023_0049,Boralanda,9/26/2024,Tuber_Initiation,4.96,0.119,86.6,244.3,15.5,87.4,62,37.8,1,1,1,1,11,0,12.5,0
BD_RK_2024_0061,Rathkarawua,2/11/2024,Germination,5.47,0.141,102.4,254.3,24.5,87,48.5,37.8,2,1,2,1,5.5,0,8,1000
BD_RK_2024_0062,Rathkarawua,4/15/2024,Vegetative,6.52,0.07,105,312.3,24.2,87.4,62,56.2,2,2,2,2,7,0,0,0
BD_BR_2024_0050,Boralanda,12/1/2024,Germination,6.24,0.142,86,188.5,18.9,88.6,47.5,40.5,2,1,1,1,5.5,4.5,8,1000
BD_HP_2023_0049,Haputhale,2/20/2024,Maturation,6.46,0.04,119.7,260.7,21.3,74.4,59.9,35.3,2,1,2,1,0,0,0,0
BD_HN_2024_0057,Hinnarangolla,2/27/2023,Germination,5.85,0.106,77.9,274.5,17.1,73.5,43.1,37.5,2,1,1,1,5.5,4.5,8,1500
BD_WD_2023_0069,Welimada,5/26/2024,Maturation,6.35,0.147,100,223.1,20.1,79,58.1,41.9,2,1,2,1,0,0,0,0
BD_RK_2023_0063,Rathkarawua,6/24/2024,Germination,6.39,0.07,138.2,282.3,25.7,79.1,64.2,44.6,2,1,2,1,5.5,0,8,600
BD_BR_2023_0051,Boralanda,12/9/2024,Maturation,6.48,0.189,44.7,234.9,22.7,82.6,49.7,43.2,1,1,0,1,0,0,0,0
BD_OH_2023_0069,Ohiya,3/18/2023,Tuber_Initiation,5.48,0.286,79.7,246.9,16.2,88.8,50.8,18.7,1,0,1,1,16.5,0,12.5,0
BD_ME_2023_0061,Makul_Ella,7/3/2023,Tuber_Initiation,5.47,0.112,122.1,190.4,21.6,84.5,45.9,33.9,2,1,2,1,11,0,12.5,0
BD_HP_2023_0050,Haputhale,8/24/2024,Vegetative,5.68,0.09,73.7,305,20.2,77.4,55.2,51.7,2,2,1,2,7,0,0,0
BD_HN_2023_0058,Hinnarangolla,11/3/2023,Vegetative,6.6,0.109,85.4,252.7,18.5,86.2,56.1,31.6,1,1,1,1,11,0,0,0
BD_MH_2023_0057,Mirahawatte,8/3/2024,Maturation,5.46,0.08,109.3,351.2,20,86.6,53.1,43.3,2,1,2,2,0,0,0,0
BD_ME_2024_0062,Makul_Ella,1/29/2024,Vegetative,6.6,0.201,153.1,154.5,17,84.1,56.3,27.7,1,0,2,1,11,0,0,0
BD_BW_2024_0068,Bandarawela,2/24/2023,Germination,6.13,0.105,130,324.4,23,75,58.4,41.2,2,1,2,2,5.5,0,5,1000
BD_HN_2023_0059,Hinnarangolla,3/19/2023,Tuber_Initiation,5.66,0.04,90,219.7,23.5,84.5,59.9,33.7,2,1,1,1,11,0,12.5,0
BD_MH_2024_0058,Mirahawatte,12/1/2023,Germination,6.92,0.082,132.7,267.8,20.7,86.3,60.4,65.7,2,2,2,1,3,0,8,600
BD_OH_2024_0070,Ohiya,5/17/2024,Vegetative,5.52,0.125,85,319.1,14.1,86.2,56.3,47.7,2,1,1,2,11,0,0,0
BD_RK_2024_0064,Rathkarawua,3/18/2024,Vegetative,6.53,0.074,130.6,271.4,21.6,70.7,45.2,35.8,2,1,2,1,11,0,0,0
BD_MH_2024_0059,Mirahawatte,3/29/2023,Tuber_Initiation,6.44,0.068,76.9,231,20.7,83.4,59.5,50.2,2,2,1,1,5.5,0,12.5,0
BD_BR_2023_0052,Boralanda,3/26/2023,Tuber_Initiation,6.66,0.176,63.6,173.2,16.9,92.7,62.8,59.1,1,2,1,1,5.5,0,12.5,0
BD_WD_2024_0070,Welimada,12/29/2024,Vegetative,6.67,0.04,47.2,270.5,21.4,88.7,64.1,31.6,1,1,0,1,11,0,0,0
BD_HN_2024_0060,Hinnarangolla,1/5/2024,Germination,6.97,0.208,92.5,179.2,23,78.8,36.3,44,1,1,1,1,5.5,4.5,8,600
BD_BW_2023_0069,Bandarawela,11/12/2023,Maturation,6.05,0.107,73.3,390.5,25.7,81.5,51.5,46.3,2,1,1,2,0,0,0,0
BD_RK_2024_0065,Rathkarawua,4/15/2023,Vegetative,6.1,0.064,147.1,304.8,19.6,84.6,48.4,55.8,2,2,2,2,7,0,0,0
BD_BW_2023_0070,Bandarawela,3/17/2024,Maturation,6.96,0.07,84.1,299.6,27.5,71.9,48.6,35.9,1,1,1,1,0,0,0,0
BD_ME_2024_0063,Makul_Ella,4/16/2023,Germination,6.13,0.151,44,294.2,20.5,80.2,47.1,21.9,1,0,0,1,5.5,6.7,8,1000
BD_BW_2024_0071,Bandarawela,7/21/2024,Germination,6.69,0.061,115.4,269.8,26.3,83.1,47.2,43.9,2,1,2,1,5.5,0,8,1000
BD_MH_2024_0060,Mirahawatte,1/30/2024,Germination,6.06,0.103,139.3,267.8,21.6,87.8,48.1,56,2,2,2,1,3,0,8,600
BD_OH_2024_0071,Ohiya,2/2/2024,Germination,5.9,0.04,65.4,271,19.5,92.1,62.6,44.1,2,1,1,1,5.5,4.5,8,1000
BD_ME_2023_0064,Makul_Ella,8/8/2024,Vegetative,6.1,0.185,114.9,213,18.3,91.3,39,34.5,1,1,2,1,11,0,0,0
BD_HN_2023_0061,Hinnarangolla,5/23/2023,Tuber_Initiation,5.62,0.142,71.2,205.5,20.5,86.4,41.6,36.1,2,1,1,1,11,0,12.5,0
BD_OH_2024_0072,Ohiya,5/19/2024,Vegetative,5.71,0.084,127.7,177.9,13,83.5,69.8,36.9,2,1,2,1,11,0,0,0
BD_BW_2023_0072,Bandarawela,3/21/2024,Tuber_Initiation,6.14,0.091,166.3,327.8,21.6,69.3,44.1,52.9,2,2,2,2,5.5,0,8,0
BD_HN_2024_0062,Hinnarangolla,5/10/2024,Germination,5.45,0.141,130.5,282.1,22,74.9,41.6,34,2,1,2,1,5.5,0,8,600
BD_RK_2024_0066,Rathkarawua,9/10/2023,Maturation,6.06,0.056,87.5,397.1,19.2,74.5,53.3,48.8,2,1,1,2,0,0,0,0
BD_MH_2023_0061,Mirahawatte,4/13/2024,Germination,5.64,0.112,140.1,319.6,20.4,77.1,44.7,48.5,2,1,2,2,5.5,0,5,1000
BD_WD_2024_0071,Welimada,1/7/2023,Maturation,6.18,0.17,42.4,240.2,22.8,82.4,66.5,22.7,1,0,0,1,0,0,0,0
BD_RK_2024_0067,Rathkarawua,12/4/2023,Maturation,5.99,0.116,106.9,279.4,22.7,86.9,46.3,42.9,2,1,2,1,0,0,0,0
BD_RK_2024_0068,Rathkarawua,10/28/2024,Vegetative,5.81,0.113,110.1,187.2,22.9,85.9,62.9,46.6,2,1,2,1,11,0,0,0
BD_OH_2024_0073,Ohiya,9/9/2024,Vegetative,5.54,0.109,26.8,205.7,12.4,83.5,63.3,24.9,1,0,0,1,11,0,0,0
BD_UP_2024_0075,Uva_Paranagama,7/1/2023,Maturation,5.83,0.158,64,100,22.3,68.5,43,23.2,1,0,1,0,0,0,0,0
BD_RK_2024_0069,Rathkarawua,12/12/2024,Maturation,6.5,0.143,114.5,256,19.3,76.1,63.8,64,2,2,2,1,0,0,0,0
BD_MH_2023_0062,Mirahawatte,11/30/2023,Maturation,6.74,0.123,145.2,253.6,25.6,78.6,51.4,39.7,2,1,2,1,0,0,0,0
BD_OH_2024_0074,Ohiya,1/9/2024,Germination,6.65,0.139,57.6,141.6,12.4,88.5,65.7,41.9,1,1,1,0,5.5,4.5,12.5,600
BD_MH_2023_0063,Mirahawatte,8/29/2024,Vegetative,5.99,0.081,129.6,326.5,21.6,70.1,66.4,46.6,2,1,2,2,11,0,0,0
BD_ME_2023_0065,Makul_Ella,4/17/2024,Vegetative,5.71,0.163,113,338,19.2,91.2,64.5,38.4,2,1,2,2,11,0,0,0
BD_UP_2024_0076,Uva_Paranagama,12/10/2024,Germination,4.5,0.103,79.2,243.3,20.5,73.3,38.5,31.4,1,1,1,1,5.5,4.5,8,1500
BD_HN_2024_0063,Hinnarangolla,5/23/2023,Tuber_Initiation,4.68,0.167,128,275.2,23.7,87.2,57.5,45.4,1,1,2,1,11,0,12.5,0
BD_BR_2024_0053,Boralanda,11/5/2024,Vegetative,5.62,0.135,27.3,179,22.4,87.9,55.7,35.7,1,1,0,1,11,0,0,0
BD_HN_2024_0064,Hinnarangolla,3/17/2023,Maturation,6.38,0.064,87.8,299.8,23.1,78.3,49.1,42.4,2,1,1,1,0,0,0,0
BD_MH_2024_0064,Mirahawatte,8/19/2024,Maturation,6.45,0.067,63.6,283.3,22,85.6,50.1,41.1,2,1,1,1,0,0,0,0
BD_ME_2024_0066,Makul_Ella,7/10/2024,Germination,5.89,0.103,76.7,304.6,19.9,75.7,65.3,42.6,2,1,1,2,5.5,4.5,5,1000
BD_RK_2023_0070,Rathkarawua,4/22/2023,Vegetative,6.19,0.062,123,327.6,22.6,84.7,72.6,61.5,2,2,2,2,7,0,0,0
BD_RK_2023_0071,Rathkarawua,10/24/2024,Germination,6.05,0.104,78.2,391.4,20.2,86.7,44.8,61.1,2,2,1,2,3,4.5,5,600
BD_MH_2024_0065,Mirahawatte,12/6/2023,Maturation,6.78,0.089,101.5,352.2,21.9,72.2,58.6,47.8,2,1,2,2,0,0,0,0
BD_BW_2023_0073,Bandarawela,4/11/2023,Tuber_Initiation,5.95,0.111,138.7,311.3,24.8,65.7,51.6,44.4,2,1,2,2,11,0,8,0
BD_BR_2023_0054,Boralanda,4/1/2024,Tuber_Initiation,5.27,0.084,79.7,216.1,19,81.1,56.4,31.3,1,1,1,1,11,0,12.5,0
BD_HN_2024_0065,Hinnarangolla,11/26/2024,Vegetative,7.14,0.16,110.7,322.2,20.9,83.7,70.5,34.2,1,1,2,2,11,0,0,0
BD_RK_2023_0072,Rathkarawua,5/9/2024,Germination,5.59,0.105,143.7,319,25.7,68.9,32.1,57,2,2,2,2,3,0,5,1000
BD_OH_2024_0075,Ohiya,3/29/2023,Germination,6.25,0.163,71.7,245.7,15.3,90.8,55.1,42.9,1,1,1,1,5.5,4.5,8,1500
BD_WD_2024_0072,Welimada,11/16/2023,Tuber_Initiation,5.9,0.071,103.1,243.8,23.3,77.1,70.5,44.6,2,1,2,1,11,0,12.5,0
BD_UP_2023_0077,Uva_Paranagama,6/17/2024,Maturation,6.33,0.04,57.3,157,27.6,70.7,38.4,20.5,2,0,1,1,0,0,0,0
BD_RK_2024_0073,Rathkarawua,4/10/2023,Maturation,7,0.052,108.6,308,24.4,70.5,59.7,50.6,2,2,2,2,0,0,0,0
BD_UP_2024_0078,Uva_Paranagama,3/10/2023,Tuber_Initiation,4.91,0.224,76.6,186.8,24.9,80.4,39.5,25.6,1,0,1,1,16.5,0,12.5,0
BD_HP_2023_0051,Haputhale,1/24/2023,Tuber_Initiation,6.07,0.13,133.6,313,23.8,78.2,35.9,54.1,2,2,2,2,5.5,0,8,0
BD_BW_2023_0074,Bandarawela,9/7/2023,Vegetative,6.78,0.092,143.5,303,21.9,74.7,48.9,34.5,2,1,2,2,11,0,0,0
BD_ME_2023_0067,Makul_Ella,12/5/2023,Maturation,5.84,0.152,106.2,220.5,17.9,82,40,38.1,1,1,2,1,0,0,0,0
BD_UP_2023_0079,Uva_Paranagama,2/19/2024,Vegetative,6.06,0.307,72.9,102.1,23.9,75.1,72.7,37.4,0,1,1,0,11,0,0,0
BD_WD_2024_0073,Welimada,2/10/2024,Germination,6.27,0.146,66,185.8,20.1,76.9,49.3,28.5,2,0,1,1,5.5,4.5,8,1000
BD_MH_2023_0066,Mirahawatte,4/5/2024,Maturation,5.97,0.075,82.6,360.2,22.1,72.7,43.5,43.7,2,1,1,2,0,0,0,0
BD_HN_2023_0066,Hinnarangolla,12/22/2024,Vegetative,6.71,0.147,140.1,254.3,24.2,89.5,50.3,34,2,1,2,1,11,0,0,0
BD_BR_2024_0055,Boralanda,12/21/2024,Germination,5.94,0.129,98.4,238.7,18.8,88.4,62.9,17.8,2,0,1,1,5.5,4.5,8,1500
BD_MH_2023_0067,Mirahawatte,7/3/2024,Vegetative,6.35,0.082,141.3,361.2,20.3,70.8,40,48.7,2,1,2,2,11,0,0,0
BD_RK_2024_0074,Rathkarawua,7/21/2023,Maturation,6.54,0.077,130,325.8,26.2,74.4,55.6,46.3,2,1,2,2,0,0,0,0
BD_BW_2024_0075,Bandarawela,11/17/2024,Maturation,5.95,0.079,121.8,245.1,23.9,72.1,38.7,44.4,2,1,2,1,0,0,0,0
BD_ME_2024_0068,Makul_Ella,9/3/2024,Maturation,6.08,0.142,78.4,232.8,16.8,87.9,64.3,34.2,2,1,1,1,0,0,0,0
BD_MH_2024_0068,Mirahawatte,8/24/2024,Germination,6.72,0.106,168.7,260.2,25.6,85.2,59.7,33.8,2,1,2,1,5.5,0,8,600
BD_RK_2024_0075,Rathkarawua,4/13/2024,Vegetative,6.05,0.061,125.1,309.3,24.1,70.6,48.1,29.8,2,0,2,2,11,0,0,0
BD_OH_2023_0076,Ohiya,11/19/2024,Vegetative,5.01,0.106,64.6,288.3,14.4,85.4,61.3,38.3,1,1,1,1,11,0,0,0
