season,district,field_size_acres,potato_variety,soil_type,planned_fertilizer_kg_per_acre,seed_cost_lkr,fertilizer_cost_lkr,labor_cost_lkr,crop_quality,hands_on_money_lkr,selling_price_lkr_per_kg,actual_yield_kg_per_acre
Yala,Badulla,2.41,Granola,Loamy,1056,200218,18472,165722,High,384412,110,7713
Maha,Nuwara_Eliya,2.17,Lapala,Loamy,1220,188751,15483,158348,Medium,362582,105,6431
Yala,Nuwara_Eliya,2.98,Granola,Loamy,1119,205813,16130,148526,Medium,370469,106,6907
Yala,Badulla,1.36,Granola,Sandy_Loam,1338,190121,21440,142580,Low,354141,136,5880
Yala,Badulla,2.63,Granola,Clay_Loam,1203,169565,21485,173980,Medium,365030,122,6341
Yala,Nuwara_Eliya,2.8,Granola,Loamy,1162,169904,15935,95804,High,281643,118,7401
Maha,Nuwara_Eliya,2.59,Lapala,Clay_Loam,1590,280126,29671,108074,Medium,417871,112,6228
Maha,Badulla,2.29,Granola,Loamy,1223,180626,22438,172343,High,375407,98,7819
Yala,Nuwara_Eliya,2.85,Other,Sandy_Loam,1364,215253,16447,95482,Low,327182,111,5624
Yala,Nuwara_Eliya,2.58,Other,Loamy,1357,195075,26525,122857,Medium,344457,135,6602
Yala,Nuwara_Eliya,2.02,Lapala,Sandy_Loam,844,144692,13866,178777,Medium,337335,126,6715
Maha,Nuwara_Eliya,0.71,Granola,Sandy_Loam,1157,195003,18762,93438,High,307203,120,7469
Maha,Badulla,0.51,Granola,Clay_Loam,1450,228875,18656,127878,Low,375409,126,5698
Maha,Nuwara_Eliya,2.49,Granola,Sandy_Loam,1462,275176,18883,118294,Medium,412353,130,6322
Maha,Nuwara_Eliya,2.56,Other,Sandy_Loam,1062,163444,16130,105311,Medium,284885,128,6275
Yala,Nuwara_Eliya,0.57,Granola,Loamy,1428,213631,24428,148910,High,386969,137,7729
Yala,Badulla,1.83,Granola,Loamy,1072,179532,18682,144693,Medium,342907,109,6637
Yala,Badulla,2.23,Lapala,Sandy_Loam,923,164281,16788,131005,Low,312074,120,5964
Maha,Nuwara_Eliya,2.22,Granola,Loamy,1051,180893,18327,140285,Medium,339505,121,6275
Yala,Badulla,2.48,Granola,Sandy_Loam,1365,249259,22486,137891,Medium,409636,110,6109
Yala,Badulla,2.4,Other,Loamy,982,169858,18967,98110,Medium,286935,128,6303
Maha,Badulla,2.21,Lapala,Loamy,1011,185648,16237,162716,Low,364601,108,5777
Maha,Nuwara_Eliya,2.28,Granola,Clay_Loam,1215,197696,21574,99670,Medium,318940,132,6916
Maha,Badulla,0.86,Granola,Clay_Loam,1140,161311,17302,141418,Medium,320031,137,6492
Maha,Nuwara_Eliya,1.87,Granola,Loamy,869,146667,17036,167321,Medium,331024,101,6540
Maha,Badulla,2.86,Lapala,Sandy_Loam,1047,189752,14876,173732,Medium,378360,108,6865
Yala,Badulla,1.79,Granola,Sandy_Loam,1312,238526,23284,137093,High,398903,92,7684
Yala,Badulla,2.36,Lapala,Sandy_Loam,1531,262185,28831,162221,Low,453237,92,5974
Yala,Nuwara_Eliya,0.76,Lapala,Clay_Loam,1116,162926,17419,171979,Low,352324,130,5924
Maha,Nuwara_Eliya,1.81,Granola,Loamy,1095,204246,20145,128952,Medium,353343,114,6637
Maha,Badulla,2.51,Granola,Loamy,980,167770,16170,126191,High,310131,122,7248
Maha,Badulla,1.67,Lapala,Clay_Loam,1290,207418,21683,153882,Low,382983,137,5438
Yala,Nuwara_Eliya,1.8,Granola,Sandy_Loam,1179,197613,20382,119061,High,337056,114,7039
Yala,Nuwara_Eliya,1,Other,Sandy_Loam,1081,170534,16493,126827,Low,313854,117,5875
Yala,Nuwara_Eliya,0.84,Granola,Loamy,1511,221069,29405,144445,Medium,394919,122,6929
Yala,Nuwara_Eliya,2.09,Lapala,Loamy,1148,176273,16399,114381,Low,307053,132,5595
Maha,Badulla,1.18,Granola,Loamy,1255,225770,20713,90519,Medium,337002,111,6942
Maha,Badulla,2.18,Granola,Clay_Loam,1054,199429,19661,132281,High,351371,117,7125
Yala,Nuwara_Eliya,1.02,Lapala,Sandy_Loam,989,146027,15868,127188,Low,289083,133,5504
Maha,Badulla,0.69,Granola,Sandy_Loam,1277,236814,24947,95788,Low,357549,110,5827
Maha,Badulla,1.12,Lapala,Sandy_Loam,1471,245120,22271,116224,Medium,383615,131,6109
Maha,Nuwara_Eliya,1.8,Granola,Loamy,1045,149208,19207,103865,Medium,272280,121,6794
Maha,Badulla,1.54,Granola,Clay_Loam,1344,222667,17624,111328,Low,351619,112,5857
Yala,Badulla,1.84,Lapala,Loamy,1329,200433,24530,158166,High,383129,107,7466
Yala,Badulla,2.43,Granola,Loamy,1274,189740,23088,160768,High,373596,118,8119
Maha,Nuwara_Eliya,1.05,Lapala,Sandy_Loam,933,177114,17863,136204,Medium,331181,131,6787
Maha,Badulla,2.33,Lapala,Clay_Loam,1373,219962,18908,136082,Low,374952,117,5957
Yala,Nuwara_Eliya,2.87,Other,Clay_Loam,1145,188641,21494,135464,Low,345599,127,4913
Maha,Nuwara_Eliya,2.33,Granola,Loamy,1107,169640,16382,153749,High,339771,108,7258
Yala,Badulla,2.51,Granola,Sandy_Loam,1024,188655,17336,128585,High,334576,99,7702
Maha,Badulla,0.95,Other,Loamy,1336,212231,25719,137710,Low,375660,96,5850
Yala,Nuwara_Eliya,0.94,Granola,Sandy_Loam,1460,268947,23034,124461,High,416442,102,7012
Yala,Badulla,2.13,Other,Loamy,990,155813,18821,108148,Medium,282782,93,6616
Yala,Badulla,0.91,Other,Sandy_Loam,1456,234361,19731,115636,Low,369728,115,5854
Yala,Nuwara_Eliya,2.04,Granola,Sandy_Loam,1215,222519,15356,160018,Medium,397893,114,6930
Maha,Nuwara_Eliya,2.81,Granola,Loamy,1359,193456,25865,163148,Medium,382469,123,6795
Yala,Badulla,1.95,Lapala,Loamy,1499,257360,21422,158781,Low,437563,116,5785
Maha,Nuwara_Eliya,0.95,Lapala,Loamy,1143,163121,19171,97817,Low,280109,125,5636
Yala,Nuwara_Eliya,1.26,Other,Sandy_Loam,1086,193858,14261,165071,Low,373190,90,5300
Maha,Badulla,1.44,Other,Loamy,1063,163347,20619,121882,High,305848,123,7002
Yala,Nuwara_Eliya,2.31,Granola,Loamy,1218,214077,16284,99403,Medium,329764,101,6882
Yala,Badulla,0.61,Other,Sandy_Loam,963,156417,16380,103173,Medium,275970,99,6425
Yala,Nuwara_Eliya,1.45,Other,Sandy_Loam,969,152215,16928,91771,Low,260914,126,5777
Yala,Badulla,2.89,Other,Clay_Loam,750,122438,13139,169559,Medium,305136,100,6201
Yala,Nuwara_Eliya,1.49,Granola,Loamy,1239,216129,21518,104417,High,342064,90,7681
Yala,Nuwara_Eliya,0.97,Granola,Loamy,1079,169860,14494,148236,High,332590,113,7129
Maha,Badulla,2.89,Granola,Sandy_Loam,1200,212161,19745,173611,Medium,405517,108,6725
Maha,Badulla,1.22,Granola,Sandy_Loam,1039,181732,17652,107011,High,306395,113,7249
Yala,Nuwara_Eliya,1.49,Granola,Sandy_Loam,1212,226589,21057,96727,High,344373,113,7597
Yala,Nuwara_Eliya,2.97,Other,Loamy,1162,211757,17833,129676,Medium,359266,121,6591
Maha,Badulla,0.97,Granola,Loamy,1317,215267,19324,99662,Medium,334253,97,6140
Maha,Nuwara_Eliya,2.89,Granola,Clay_Loam,1358,233934,25277,99622,Medium,358833,115,6841
Yala,Nuwara_Eliya,2.58,Granola,Sandy_Loam,1469,244884,22083,120624,High,387591,121,7597
Yala,Badulla,1.28,Other,Loamy,1329,209479,23528,104193,Low,337200,102,5462
Yala,Nuwara_Eliya,1.87,Granola,Loamy,997,186627,18378,106258,Medium,311263,110,6830
Yala,Nuwara_Eliya,1.61,Granola,Sandy_Loam,1041,193352,13028,94953,High,301333,99,7635
Yala,Badulla,2.47,Granola,Loamy,1294,204341,24097,92034,Medium,320472,102,6395
Yala,Badulla,1.12,Other,Loamy,1279,225251,17296,129794,Low,372341,93,5888
Yala,Badulla,1.47,Granola,Sandy_Loam,1233,226391,15265,124692,High,366348,97,7198
Maha,Badulla,2.78,Granola,Clay_Loam,1236,222668,22660,107384,Low,352712,123,5672
Maha,Badulla,1.54,Lapala,Clay_Loam,1349,210306,21928,136016,Low,368250,137,5852
Yala,Nuwara_Eliya,1.91,Other,Loamy,1420,238577,19936,113629,Low,372142,91,5734
Maha,Badulla,1.53,Granola,Loamy,1298,219215,20924,151713,Medium,391852,122,6977
Yala,Nuwara_Eliya,0.85,Granola,Sandy_Loam,794,139809,10002,172299,High,322110,91,7743
Maha,Nuwara_Eliya,1.53,Granola,Loamy,1145,176031,14742,149383,High,340156,105,7712
Maha,Badulla,2.75,Granola,Loamy,937,140535,15039,150470,High,306044,135,7144
Yala,Badulla,2.66,Granola,Loamy,1111,167644,19088,127957,High,314689,97,7095
Yala,Badulla,1.18,Granola,Sandy_Loam,1156,203114,20677,102444,High,326235,138,7454
Yala,Nuwara_Eliya,0.97,Granola,Loamy,1508,267531,23761,160464,High,451756,127,7364
Maha,Badulla,2.05,Granola,Sandy_Loam,937,155433,17479,149344,High,322256,107,7147
Yala,Badulla,2.83,Granola,Loamy,738,121469,13393,109948,Medium,244810,103,6588
Yala,Badulla,0.99,Granola,Clay_Loam,1315,234128,26153,106238,Medium,366519,128,6147
Yala,Badulla,1.55,Lapala,Loamy,954,159199,19043,125919,Medium,304161,120,6246
Yala,Badulla,2.24,Other,Sandy_Loam,1154,173743,18483,91801,Low,284027,102,5830
Maha,Nuwara_Eliya,1.16,Granola,Sandy_Loam,1229,228947,21093,127326,High,377366,136,7381
Yala,Nuwara_Eliya,2.19,Granola,Sandy_Loam,1345,254634,21881,100179,Medium,376694,131,6293
Maha,Nuwara_Eliya,2.89,Lapala,Sandy_Loam,1478,240942,22044,121770,Medium,384756,121,6667
Maha,Badulla,2.48,Granola,Sandy_Loam,1338,214705,25640,104631,Medium,344976,139,6022
Yala,Badulla,2.47,Granola,Loamy,1433,272015,26221,126786,High,425022,131,7526
Yala,Badulla,2.54,Granola,Sandy_Loam,1212,214275,22674,175462,Medium,412411,133,6765
Yala,Badulla,0.89,Lapala,Sandy_Loam,1383,258156,25513,152367,Medium,436036,90,6065
Yala,Badulla,0.94,Granola,Sandy_Loam,1033,175563,13130,95235,High,283928,108,7250
Maha,Nuwara_Eliya,1.56,Granola,Loamy,1064,198762,13235,150605,High,362602,134,7790
Yala,Nuwara_Eliya,0.71,Lapala,Sandy_Loam,1101,193652,19199,164783,Low,377634,92,5312
Maha,Nuwara_Eliya,1.9,Other,Loamy,1256,228902,15074,105166,Low,349142,91,5776
Yala,Nuwara_Eliya,0.74,Lapala,Loamy,863,158356,14532,145268,Low,318156,116,5712
Yala,Nuwara_Eliya,3,Lapala,Clay_Loam,1100,199277,14106,110470,Low,323853,90,5542
Maha,Nuwara_Eliya,2.05,Granola,Clay_Loam,993,142979,18565,97101,Medium,258645,94,6319
Yala,Nuwara_Eliya,2.78,Granola,Sandy_Loam,1321,246241,21455,121823,Medium,389519,129,6683
Maha,Nuwara_Eliya,2.31,Lapala,Sandy_Loam,1305,182712,19443,156384,Low,358539,119,5600
Yala,Nuwara_Eliya,0.67,Other,Clay_Loam,1279,182924,19883,106762,Medium,309569,114,6055
Maha,Nuwara_Eliya,1.95,Lapala,Loamy,1224,184823,19380,150786,Low,354989,106,5689
Maha,Nuwara_Eliya,2.87,Granola,Clay_Loam,1303,236821,17172,153735,Low,407728,111,5975
Yala,Nuwara_Eliya,0.94,Lapala,Loamy,1451,258240,27697,155613,Medium,441550,136,6183
Maha,Badulla,0.54,Granola,Loamy,1337,193918,18827,105933,High,318678,91,8016
Maha,Badulla,0.88,Other,Clay_Loam,1462,205070,29063,169004,Low,403137,134,5773
Yala,Badulla,2.73,Granola,Sandy_Loam,1434,207910,27784,102669,Medium,338363,101,6918
Maha,Badulla,0.79,Granola,Loamy,1359,250387,23913,131919,Medium,406219,115,6362
Maha,Badulla,0.97,Lapala,Clay_Loam,1257,209725,22402,100931,Medium,333058,120,6248
Yala,Badulla,1.11,Other,Sandy_Loam,1149,168271,18596,146972,Low,333839,118,5381
Maha,Nuwara_Eliya,0.55,Granola,Sandy_Loam,1072,191187,16432,91521,Low,299140,120,5908
Yala,Nuwara_Eliya,1.05,Granola,Loamy,1259,200358,21041,154873,Medium,376272,102,6429
Yala,Badulla,2.04,Other,Loamy,1262,221041,17391,113508,Low,351940,115,5760
Yala,Nuwara_Eliya,1.16,Granola,Sandy_Loam,1017,151110,13038,145133,High,309281,94,7318
Maha,Nuwara_Eliya,1.12,Other,Sandy_Loam,1196,171803,22208,134373,Low,328384,132,5975
Yala,Nuwara_Eliya,2.98,Granola,Sandy_Loam,1088,153107,14093,148418,Medium,315618,118,6908
Maha,Badulla,1.67,Other,Loamy,1190,203782,21703,160553,Medium,386038,115,6743
Yala,Badulla,2.72,Granola,Loamy,911,138098,17501,165052,High,320651,117,7388
Yala,Badulla,1.48,Other,Loamy,1111,178784,16394,134833,Medium,330011,112,6124
Maha,Badulla,1.78,Granola,Loamy,1585,279561,27633,132345,Medium,439539,109,6874
Yala,Badulla,2.62,Other,Loamy,979,143728,16685,117110,Medium,277523,90,6800
Yala,Badulla,2.36,Other,Sandy_Loam,1363,231568,18665,166599,Medium,416832,111,6603
Maha,Nuwara_Eliya,0.92,Granola,Sandy_Loam,1006,189931,14737,100679,High,305347,118,7628
Yala,Nuwara_Eliya,1.76,Granola,Sandy_Loam,994,151002,18886,168116,Medium,338004,121,6744
Yala,Badulla,2.02,Granola,Loamy,1002,159457,16746,148290,High,324493,112,8143
Yala,Badulla,1.37,Granola,Loamy,925,152904,13589,155356,Medium,321849,115,6346
Maha,Badulla,0.75,Lapala,Clay_Loam,1035,161586,20088,161370,Medium,343044,136,6183
Maha,Badulla,0.71,Lapala,Sandy_Loam,1287,233145,15876,132397,Low,381418,109,5846
Yala,Badulla,1.58,Other,Loamy,1233,229475,19533,146136,Low,395144,131,5835
Yala,Nuwara_Eliya,1.52,Granola,Clay_Loam,1165,168846,19749,102932,Low,291527,116,5504
Yala,Badulla,2.19,Granola,Clay_Loam,1012,185909,15051,94093,High,295053,132,7256
Maha,Nuwara_Eliya,2.99,Granola,Sandy_Loam,1163,215635,16835,177877,High,410347,104,7725
Yala,Badulla,2.27,Granola,Loamy,1256,189875,22161,107172,Medium,319208,117,6611
Yala,Nuwara_Eliya,1,Granola,Loamy,1189,218328,21041,142196,High,381565,94,7555
Yala,Badulla,2.79,Other,Sandy_Loam,883,136282,13438,156555,Low,306275,138,5722
Yala,Nuwara_Eliya,2.94,Other,Loamy,1199,199715,16318,115620,Medium,331653,128,6035
Yala,Badulla,2.06,Lapala,Sandy_Loam,1149,169862,20604,143948,Medium,334414,92,6716
Yala,Badulla,1.33,Granola,Loamy,1413,206616,27927,139943,Medium,374486,99,6350
Maha,Badulla,2.08,Granola,Loamy,1088,195593,13487,166957,Medium,376037,122,6999
Maha,Badulla,0.55,Lapala,Loamy,1329,202406,21233,162840,High,386479,113,7386
Maha,Nuwara_Eliya,1.33,Granola,Loamy,842,144242,12035,177232,Medium,333509,120,6924
Yala,Nuwara_Eliya,1.49,Lapala,Sandy_Loam,1237,231958,15560,116573,Medium,364091,99,6300
Yala,Nuwara_Eliya,0.89,Lapala,Sandy_Loam,1415,217537,22411,157116,Low,397064,100,5814
Yala,Nuwara_Eliya,2.37,Lapala,Loamy,1327,252087,23040,179098,Medium,454225,122,6965
Maha,Badulla,1.58,Granola,Clay_Loam,1133,211364,19246,120928,Medium,351538,97,6004
Maha,Badulla,2.19,Granola,Clay_Loam,1165,177766,17431,91821,Medium,287018,116,6469
Yala,Badulla,0.54,Granola,Sandy_Loam,1467,274486,19706,99293,Medium,393485,92,6669
Yala,Badulla,1.02,Granola,Clay_Loam,1196,224762,21381,157296,Medium,403439,102,6294
Yala,Nuwara_Eliya,2.02,Granola,Clay_Loam,788,142413,12819,102704,High,257936,91,7035
Yala,Badulla,2.03,Granola,Sandy_Loam,870,123325,10699,92371,Medium,226395,126,6428
Yala,Badulla,1.58,Granola,Sandy_Loam,1347,236602,19111,100942,Medium,356655,117,6447
Yala,Badulla,2.12,Granola,Sandy_Loam,1533,268730,24947,151101,Medium,444778,133,6661
Maha,Badulla,1.96,Granola,Clay_Loam,1261,178480,22681,158291,Low,359452,137,5595
Yala,Badulla,1.33,Granola,Sandy_Loam,1007,171818,18028,159055,Medium,348901,135,6615
Yala,Badulla,1.74,Granola,Loamy,1189,198776,18719,101456,Medium,318951,122,6225
Maha,Nuwara_Eliya,2.65,Granola,Clay_Loam,1167,166097,20586,166526,High,353209,111,7290
Maha,Nuwara_Eliya,2.61,Granola,Loamy,1151,213277,22108,177883,Medium,413268,135,6341
Yala,Badulla,1.52,Other,Loamy,1480,231008,18648,170608,Low,420264,130,5431
Yala,Badulla,1.98,Lapala,Loamy,1706,240364,25040,106548,Low,371952,124,5644
Yala,Nuwara_Eliya,1.02,Lapala,Clay_Loam,935,161228,17736,157348,Low,336312,133,5954
Maha,Badulla,2.83,Granola,Clay_Loam,1112,177764,15231,172011,Medium,365006,136,6455
Maha,Nuwara_Eliya,1.93,Granola,Loamy,1416,202174,22528,142120,Medium,366822,120,6936
Yala,Nuwara_Eliya,1.41,Other,Loamy,1000,177754,18006,113898,Medium,309658,118,6810
Yala,Nuwara_Eliya,1.82,Granola,Sandy_Loam,709,134130,10733,122606,High,267469,105,7605
Yala,Badulla,2,Granola,Sandy_Loam,846,130057,15096,164927,High,310080,125,7269
Maha,Nuwara_Eliya,1.97,Granola,Loamy,1363,197580,26266,109352,Medium,333198,100,6457
Maha,Nuwara_Eliya,2.43,Other,Sandy_Loam,996,148812,14225,132833,Low,295870,137,5360
Yala,Badulla,0.76,Granola,Loamy,1106,209691,13613,101544,High,324848,101,7806
Yala,Badulla,0.68,Granola,Sandy_Loam,1369,200787,17884,92012,Medium,310683,92,6317
Yala,Badulla,2.07,Granola,Sandy_Loam,1228,189554,23972,158586,Low,372112,138,5856
Yala,Nuwara_Eliya,1.95,Granola,Clay_Loam,1000,156453,12758,179716,High,348927,103,7140
Yala,Nuwara_Eliya,2.33,Granola,Clay_Loam,1115,189766,14676,161868,Medium,366310,132,6425
Maha,Nuwara_Eliya,1.06,Granola,Loamy,1209,216239,16722,137397,High,370358,112,7310
Yala,Nuwara_Eliya,2.67,Granola,Loamy,1582,265599,27227,103866,Medium,396692,122,6460
Maha,Badulla,0.61,Granola,Clay_Loam,935,176567,16753,112698,Medium,306018,103,6742
Yala,Badulla,2.87,Granola,Clay_Loam,1512,211845,28894,114300,High,355039,123,7053
Yala,Badulla,1.61,Granola,Loamy,1195,196084,17375,122467,High,335926,123,7424
Yala,Nuwara_Eliya,2.74,Other,Sandy_Loam,803,140816,13950,107656,Low,262422,123,5369
Yala,Nuwara_Eliya,2.25,Lapala,Loamy,984,163623,19264,143568,Low,326455,122,5658
Maha,Nuwara_Eliya,1.25,Granola,Sandy_Loam,978,149445,13728,175397,Medium,338570,121,6098
Yala,Nuwara_Eliya,2.31,Lapala,Loamy,924,148209,11877,163495,Medium,323581,122,6524
Yala,Badulla,0.96,Granola,Clay_Loam,1211,217777,14956,141025,Medium,373758,109,6987
Maha,Nuwara_Eliya,1.68,Other,Loamy,1308,191544,24646,142867,Medium,359057,134,6889
Maha,Badulla,1.44,Lapala,Sandy_Loam,1289,226137,16854,163266,High,406257,120,7036
Yala,Nuwara_Eliya,0.77,Granola,Loamy,855,161147,10524,157815,Medium,329486,116,6858
Maha,Nuwara_Eliya,2.06,Granola,Loamy,1146,186209,18737,99020,Medium,303966,136,6871
Yala,Badulla,1.47,Lapala,Sandy_Loam,1311,229067,16313,115608,Low,360988,130,5418
Yala,Badulla,0.73,Lapala,Loamy,986,141302,13535,101506,Medium,256343,105,6538
Yala,Nuwara_Eliya,2.47,Lapala,Sandy_Loam,1269,203787,20038,127306,Low,351131,132,5697
Maha,Badulla,2.13,Granola,Clay_Loam,1197,204041,16996,154511,Medium,375548,119,6120
Yala,Nuwara_Eliya,2.38,Granola,Clay_Loam,1004,161658,16683,168565,Medium,346906,133,6211
Maha,Nuwara_Eliya,1.58,Granola,Clay_Loam,1209,209258,17516,118800,Medium,345574,106,6809
Maha,Badulla,2.82,Granola,Clay_Loam,1161,172496,21098,110107,High,303701,94,7186
Yala,Badulla,1.51,Lapala,Sandy_Loam,1111,184630,17645,121851,Low,324126,134,5578
Maha,Nuwara_Eliya,1.94,Lapala,Loamy,1368,218245,26775,112195,Medium,357215,123,6979
Maha,Nuwara_Eliya,2.71,Granola,Sandy_Loam,1367,229732,19687,126021,High,375440,124,7628
Maha,Nuwara_Eliya,2.68,Lapala,Sandy_Loam,1040,177561,19545,133224,Low,330330,133,5938
Maha,Badulla,1.79,Other,Sandy_Loam,1218,201333,16782,139030,Medium,357145,97,6443
Maha,Nuwara_Eliya,1.39,Granola,Sandy_Loam,1365,256637,19150,168747,High,444534,136,7147
Maha,Badulla,2.88,Lapala,Loamy,1193,194478,19722,103444,High,317644,113,7156
Maha,Nuwara_Eliya,1.18,Granola,Loamy,1381,243630,25396,175067,Medium,444093,120,6614
Yala,Nuwara_Eliya,2.44,Granola,Sandy_Loam,1240,196439,21953,93625,Medium,312017,109,6608
Yala,Nuwara_Eliya,2.37,Granola,Clay_Loam,1281,187803,21474,130440,Low,339717,111,5980
Maha,Nuwara_Eliya,0.77,Granola,Loamy,962,138617,13859,110202,Medium,262678,117,6834
Yala,Badulla,2.91,Granola,Sandy_Loam,1328,186801,21755,156896,Low,365452,100,5904
Maha,Badulla,1.6,Granola,Loamy,948,169191,12174,159205,High,340570,124,7657
Yala,Badulla,1.68,Granola,Sandy_Loam,691,129838,11545,90994,High,232377,92,7805
Yala,Nuwara_Eliya,2.42,Granola,Sandy_Loam,1232,205271,17664,149019,Medium,371954,122,6207
Yala,Badulla,1.58,Granola,Clay_Loam,1154,215118,18729,157842,Medium,391689,111,6936
Yala,Badulla,2.12,Granola,Clay_Loam,1471,272295,23634,126946,Medium,422875,133,6929
Maha,Nuwara_Eliya,2.85,Granola,Loamy,1467,224156,25357,122808,Medium,372321,129,6329
Yala,Badulla,1.01,Granola,Sandy_Loam,1160,163225,21177,163106,High,347508,98,7288
Maha,Badulla,2.58,Granola,Clay_Loam,1158,172520,20035,150489,Medium,343044,102,6120
Yala,Badulla,2.4,Granola,Sandy_Loam,1026,186902,18205,174927,High,380034,124,7698
Yala,Badulla,2,Other,Sandy_Loam,1194,168997,21241,171492,Low,361730,129,5945
Maha,Badulla,1.84,Other,Sandy_Loam,1340,211159,16754,146030,Low,373943,99,5920
Yala,Badulla,2.46,Granola,Sandy_Loam,1302,222704,24159,158524,Low,405387,139,5796
Maha,Nuwara_Eliya,1.07,Granola,Loamy,1287,222723,15896,165293,Medium,403912,102,6994
Yala,Nuwara_Eliya,1.57,Granola,Loamy,1051,168235,19042,172365,Medium,359642,110,6976
Yala,Nuwara_Eliya,2.86,Granola,Loamy,1294,188314,22026,106807,High,317147,115,7202
Maha,Nuwara_Eliya,1.66,Granola,Loamy,1454,267118,19437,128328,High,414883,99,7725
Maha,Badulla,1.38,Granola,Clay_Loam,1547,285965,29723,119565,Low,435253,137,5539
Maha,Badulla,1.5,Granola,Clay_Loam,1285,214971,18896,112580,Low,346447,119,5894
Yala,Nuwara_Eliya,2.09,Other,Sandy_Loam,1356,234883,18938,168010,Low,421831,111,5006
Yala,Badulla,2.41,Granola,Loamy,1354,236559,25916,147035,Medium,409510,101,6183
Yala,Nuwara_Eliya,0.62,Lapala,Loamy,1188,179621,22364,112863,High,314848,105,7162
Yala,Nuwara_Eliya,1.04,Granola,Loamy,1382,231380,17867,92079,High,341326,92,8113
Yala,Badulla,1.68,Lapala,Sandy_Loam,1138,167431,21287,155809,Low,344527,123,5513
Maha,Badulla,2.43,Other,Loamy,1171,204016,14230,153618,Low,371864,121,5447
Yala,Nuwara_Eliya,0.67,Lapala,Loamy,1300,204088,20830,131680,Medium,356598,97,6686
Maha,Badulla,2.79,Other,Sandy_Loam,1244,218882,22897,134413,Low,376192,95,5691
Yala,Badulla,1.99,Lapala,Loamy,1181,203937,14350,101458,High,319745,129,7423
Maha,Badulla,1.4,Granola,Loamy,1290,229134,25150,97870,Medium,352154,117,6612
Yala,Nuwara_Eliya,1.05,Granola,Loamy,984,151175,13309,169467,High,333951,125,7929
Maha,Nuwara_Eliya,1.28,Granola,Loamy,1161,204609,17180,118199,High,339988,119,7003
Maha,Badulla,2.03,Granola,Clay_Loam,1611,235747,28779,114228,High,378754,112,7202
Maha,Badulla,1.55,Lapala,Sandy_Loam,1031,154231,17164,135538,Low,306933,109,5492
Yala,Nuwara_Eliya,0.68,Granola,Loamy,1293,205309,23355,137722,Medium,366386,125,6626
Maha,Nuwara_Eliya,2.24,Granola,Sandy_Loam,1157,196075,20217,123293,Medium,339585,112,6453
Yala,Badulla,0.83,Other,Sandy_Loam,1163,182142,22336,98898,Low,303376,95,5450
Maha,Badulla,1.71,Lapala,Clay_Loam,1391,223576,16889,167559,Medium,408024,98,6105
Yala,Badulla,1.58,Lapala,Loamy,1165,195775,15309,140104,Medium,351188,105,6299
Yala,Nuwara_Eliya,2.83,Lapala,Loamy,889,153131,16703,126146,Low,295980,131,5835
Yala,Badulla,1.85,Granola,Loamy,1006,161855,14189,96390,High,272434,117,7973
Maha,Nuwara_Eliya,1.12,Granola,Clay_Loam,1237,217892,21667,177134,Low,416693,129,5755
Yala,Nuwara_Eliya,2.91,Granola,Loamy,1573,298677,22952,136267,Medium,457896,133,6829
Maha,Nuwara_Eliya,2.87,Granola,Sandy_Loam,1121,191758,13483,173801,Medium,379042,108,6589
Yala,Badulla,1.44,Granola,Sandy_Loam,1287,181330,17670,96253,High,295253,118,7323
Maha,Nuwara_Eliya,1.94,Other,Loamy,1367,197890,17709,160478,Low,376077,107,5586
Maha,Nuwara_Eliya,2.11,Granola,Sandy_Loam,1080,156706,13591,131602,High,301899,105,7030
Yala,Badulla,0.8,Other,Sandy_Loam,799,140306,14969,131745,Low,287020,128,5842
Yala,Nuwara_Eliya,1.34,Granola,Loamy,953,139273,12081,94184,Medium,245538,95,6805
Yala,Nuwara_Eliya,0.97,Other,Clay_Loam,950,157725,16903,122969,Medium,297597,91,6178
Maha,Badulla,2.87,Granola,Loamy,1495,211040,22191,156587,Medium,389818,115,6592
Yala,Nuwara_Eliya,1.81,Granola,Clay_Loam,600,93626,9501,163054,Medium,266181,127,6006
Maha,Badulla,2.25,Granola,Clay_Loam,1122,160153,19776,170213,High,350142,121,7308
Maha,Nuwara_Eliya,1.46,Other,Loamy,1042,156639,20588,92250,Low,269477,129,5763
Maha,Nuwara_Eliya,0.85,Granola,Loamy,1182,185744,18140,173605,High,377489,135,7601
Maha,Nuwara_Eliya,1.3,Granola,Sandy_Loam,1522,260537,24129,126059,High,410725,139,7455
Maha,Nuwara_Eliya,1.17,Granola,Loamy,1153,208392,17149,142237,Medium,367778,93,6443
Yala,Badulla,2.02,Other,Clay_Loam,1190,188725,17124,167252,Low,373101,139,5724
Yala,Nuwara_Eliya,2.45,Granola,Sandy_Loam,1301,183516,19116,103002,High,305634,101,7627
Maha,Nuwara_Eliya,1.05,Granola,Sandy_Loam,1380,230053,18969,104781,Medium,353803,101,6805
Yala,Badulla,2.87,Granola,Loamy,1021,176300,14535,141366,High,332201,128,8056
Yala,Badulla,1.34,Granola,Clay_Loam,1439,266314,18302,101873,Low,386489,114,5697
Maha,Badulla,2.87,Other,Loamy,1411,205826,24715,126795,Low,357336,100,5912
Maha,Nuwara_Eliya,1.8,Lapala,Loamy,1258,223500,22752,95393,High,341645,90,7435
